Date,Exact_Date,HomeTeam,AwayTeam,Full time result,H,D,A,H.Implied.P,D.Implied.P,A.Implied.P,H.Adjusted.P,D.Adjusted.P,A.Adjusted.P,H.criterion,D.criterion,A.criterion,Max,Match,Index,Logic,Count,Accuracy,True.Draw,Select.Draw,Match?,Draw Accuracy
317,22.09.2001,Arsenal,Bolton,D,1.47,4.59,7.5,0.680272109,0.217864924,0.133333333,0.654427027,0.209587741,0.128267697,0.210104799,0.037384634,-0.099128614,0.210104799,1,H,FALSE,,,TRUE,FALSE,FALSE,
317,22.09.2001,Blackburn,Everton,H,2.04,3.2,3.8,0.490196078,0.3125,0.263157895,0.471572417,0.300627416,0.253159929,-0.02787018,0.082073483,-0.129915827,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
317,22.09.2001,Leicester,Fulham,D,2.5,3.1,2.6,0.4,0.322580645,0.384615385,0.384803092,0.310325074,0.370002973,-0.092157526,0.087849292,-0.099997713,0.087849292,2,D,TRUE,,,TRUE,TRUE,TRUE,
317,22.09.2001,Liverpool,Tottenham,H,1.53,3.9,6,0.653594771,0.256410256,0.166666667,0.628763222,0.246668649,0.160334622,0.168317937,0.053506764,-0.113221793,0.168317937,1,H,TRUE,,,FALSE,FALSE,FALSE,
317,22.09.2001,Manchester United,Ipswich,H,1.37,4.8,8,0.729927007,0.208333333,0.125,0.702195423,0.200418277,0.120250966,0.2951758,0.033838751,-0.094937258,0.2951758,1,H,TRUE,,,FALSE,FALSE,FALSE,
317,22.09.2001,Sunderland,Charlton,D,1.79,3.7,4.75,0.558659218,0.27027027,0.210526316,0.537434486,0.260002089,0.202527943,0.041826241,0.060002654,-0.125251392,0.060002654,2,D,TRUE,,,TRUE,TRUE,TRUE,
316,19.09.2001,Blackburn,Bolton,D,2.1,3.2,3.7,0.476190476,0.3125,0.27027027,0.458098919,0.300627416,0.260002089,-0.039905791,0.082073483,-0.1297286,0.082073483,2,D,TRUE,,,TRUE,TRUE,TRUE,
316,19.09.2001,Sunderland,Tottenham,A,2.04,3.15,3.8,0.490196078,0.317460317,0.263157895,0.471572417,0.305399279,0.253159929,-0.02787018,0.084891114,-0.129915827,0.084891114,2,D,FALSE,,,FALSE,TRUE,FALSE,
315,17.09.2001,Leicester,Middlesbrough,A,2.2,3.05,3.7,0.454545455,0.327868852,0.27027027,0.437276241,0.31541237,0.260002089,-0.057021599,0.09095741,-0.1297286,0.09095741,2,D,FALSE,,,FALSE,TRUE,FALSE,
314,16.09.2001,Aston Villa,Sunderland,D,1.95,3.2,4.09,0.512820513,0.3125,0.244498778,0.493337297,0.300627416,0.235209714,-0.006833541,0.082073483,-0.129481802,0.082073483,2,D,TRUE,,,TRUE,TRUE,TRUE,
314,16.09.2001,Charlton,Leeds,A,3.3,3.25,2.25,0.303030303,0.307692308,0.444444444,0.291517494,0.296002378,0.427558991,-0.126353034,0.079387726,-0.064392008,0.079387726,2,D,FALSE,,,FALSE,TRUE,FALSE,
314,16.09.2001,Ipswich,Blackburn,D,1.95,3.2,4.09,0.512820513,0.3125,0.244498778,0.493337297,0.300627416,0.235209714,-0.006833541,0.082073483,-0.129481802,0.082073483,2,D,TRUE,,,TRUE,TRUE,TRUE,
314,16.09.2001,Tottenham,Chelsea,A,2.7,2.9,2.6,0.37037037,0.344827586,0.384615385,0.356299159,0.331726803,0.370002973,-0.106445067,0.10128777,-0.099997713,0.10128777,2,D,FALSE,,,FALSE,TRUE,FALSE,
313,15.09.2001,Bolton,Southampton,A,1.74,3.5,5,0.574712644,0.285714286,0.2,0.552878006,0.274859351,0.192401546,0.060779317,0.067676309,-0.123039382,0.067676309,2,D,FALSE,,,FALSE,TRUE,FALSE,
313,15.09.2001,Derby,Leicester,A,2.04,3.2,3.75,0.490196078,0.3125,0.266666667,0.471572417,0.300627416,0.256535395,-0.02787018,0.082073483,-0.12984779,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
313,15.09.2001,Everton,Liverpool,A,3.2,3.2,2.29,0.3125,0.3125,0.436681223,0.300627416,0.300627416,0.420090712,-0.124607865,0.082073483,-0.069789771,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
313,15.09.2001,Fulham,Arsenal,A,3.25,3.1,2.35,0.307692308,0.322580645,0.425531915,0.296002378,0.310325074,0.409364991,-0.125536998,0.087849292,-0.077136178,0.087849292,2,D,FALSE,,,FALSE,TRUE,FALSE,
313,15.09.2001,Middlesbrough,West Ham,H,2.4,3,3,0.416666667,0.333333333,0.333333333,0.400836554,0.320669243,0.320669243,-0.082636205,0.094225658,-0.119553838,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
313,15.09.2001,Newcastle,Manchester United,H,3.75,3.25,2.1,0.266666667,0.307692308,0.476190476,0.256535395,0.296002378,0.458098919,-0.12984779,0.079387726,-0.039905791,0.079387726,2,D,FALSE,,,FALSE,TRUE,FALSE,
312,09.09.2001,Charlton,Fulham,D,2.6,3,2.6,0.384615385,0.333333333,0.384615385,0.370002973,0.320669243,0.370002973,-0.099997713,0.094225658,-0.099997713,0.094225658,2,D,TRUE,,,TRUE,TRUE,TRUE,
312,09.09.2001,Tottenham,Southampton,H,1.74,3.6,5,0.574712644,0.277777778,0.2,0.552878006,0.267224369,0.192401546,0.060779317,0.063675583,-0.123039382,0.063675583,2,D,FALSE,,,FALSE,TRUE,FALSE,
311,08.09.2001,Chelsea,Arsenal,D,2.5,3,2.75,0.4,0.333333333,0.363636364,0.384803092,0.320669243,0.349820993,-0.092157526,0.094225658,-0.109221096,0.094225658,2,D,TRUE,,,TRUE,TRUE,TRUE,
311,08.09.2001,Derby,West Ham,D,2.2,3.15,3.4,0.454545455,0.317460317,0.294117647,0.437276241,0.305399279,0.28294345,-0.057021599,0.084891114,-0.127680324,0.084891114,2,D,TRUE,,,TRUE,TRUE,TRUE,
311,08.09.2001,Leeds,Bolton,D,1.53,3.8,6.5,0.653594771,0.263157895,0.153846154,0.628763222,0.253159929,0.148001189,0.168317937,0.056623068,-0.108307326,0.168317937,1,H,FALSE,,,TRUE,FALSE,FALSE,
311,08.09.2001,Leicester,Ipswich,D,2.6,3,2.6,0.384615385,0.333333333,0.384615385,0.370002973,0.320669243,0.370002973,-0.099997713,0.094225658,-0.099997713,0.094225658,2,D,TRUE,,,TRUE,TRUE,TRUE,
311,08.09.2001,Liverpool,Aston Villa,A,1.53,3.8,6.5,0.653594771,0.263157895,0.153846154,0.628763222,0.253159929,0.148001189,0.168317937,0.056623068,-0.108307326,0.168317937,1,H,FALSE,,,FALSE,FALSE,FALSE,
311,08.09.2001,Manchester United,Everton,H,1.32,5,8.5,0.757575758,0.2,0.117647059,0.728793735,0.192401546,0.11317738,0.346657174,0.030881855,-0.091017087,0.346657174,1,H,TRUE,,,FALSE,FALSE,FALSE,
311,08.09.2001,Middlesbrough,Newcastle,A,2.5,3,2.7,0.4,0.333333333,0.37037037,0.384803092,0.320669243,0.356299159,-0.092157526,0.094225658,-0.106445067,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
311,08.09.2001,Sunderland,Blackburn,H,2.04,3.2,3.75,0.490196078,0.3125,0.266666667,0.471572417,0.300627416,0.256535395,-0.02787018,0.082073483,-0.12984779,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
310,27.08.2001,Bolton,Liverpool,H,4,3.5,1.8,0.25,0.285714286,0.555555556,0.240501932,0.274859351,0.534448739,-0.129749034,0.067676309,0.038276376,0.067676309,2,D,FALSE,,,FALSE,TRUE,FALSE,
309,26.08.2001,Aston Villa,Manchester United,D,3.75,3.3,1.96,0.266666667,0.303030303,0.510204082,0.256535395,0.291517494,0.49082027,-0.12984779,0.076825825,-0.009367071,0.076825825,2,D,TRUE,,,TRUE,TRUE,TRUE,
309,26.08.2001,Newcastle,Sunderland,D,2.1,3.2,3.4,0.476190476,0.3125,0.294117647,0.458098919,0.300627416,0.28294345,-0.039905791,0.082073483,-0.127680324,0.082073483,2,D,TRUE,,,TRUE,TRUE,TRUE,
308,25.08.2001,Arsenal,Leicester,H,1.35,4,4,0.740740741,0.25,0.25,0.712598318,0.240501932,0.240501932,0.314960472,0.050627416,-0.129749034,0.314960472,1,H,TRUE,,,FALSE,FALSE,FALSE,
308,25.08.2001,Blackburn,Tottenham,H,2.29,3.2,2.85,0.436681223,0.3125,0.350877193,0.420090712,0.300627416,0.337546572,-0.069789771,0.082073483,-0.114002406,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
308,25.08.2001,Everton,Middlesbrough,H,1.95,3.3,4.09,0.512820513,0.303030303,0.244498778,0.493337297,0.291517494,0.235209714,-0.006833541,0.076825825,-0.129481802,0.076825825,2,D,FALSE,,,FALSE,TRUE,FALSE,
308,25.08.2001,Fulham,Derby,D,1.68,3.7,4.5,0.595238095,0.27027027,0.222222222,0.572623649,0.260002089,0.213779496,0.086456725,0.060002654,-0.127209113,0.086456725,1,H,FALSE,,,TRUE,FALSE,FALSE,
308,25.08.2001,Ipswich,Charlton,A,1.84,3.35,4.2,0.543478261,0.298507463,0.238095238,0.522830288,0.287166487,0.229049459,0.02481553,0.074380363,-0.129024067,0.074380363,2,D,FALSE,,,FALSE,TRUE,FALSE,
308,25.08.2001,Southampton,Chelsea,A,3.5,2.85,2.1,0.285714286,0.350877193,0.476190476,0.274859351,0.337546572,0.458098919,-0.128651799,0.105106773,-0.039905791,0.105106773,2,D,FALSE,,,FALSE,TRUE,FALSE,
308,25.08.2001,West Ham,Leeds,D,3.3,3.25,2.2,0.303030303,0.307692308,0.454545455,0.291517494,0.296002378,0.437276241,-0.126353034,0.079387726,-0.057021599,0.079387726,2,D,TRUE,,,TRUE,TRUE,TRUE,
307,22.08.2001,Blackburn,Manchester United,D,4.5,3.5,1.7,0.222222222,0.285714286,0.588235294,0.213779496,0.274859351,0.5658869,-0.127209113,0.067676309,0.077514,0.077514,3,A,FALSE,,,TRUE,FALSE,FALSE,
307,22.08.2001,Fulham,Sunderland,H,2.04,3.2,3.6,0.490196078,0.3125,0.277777778,0.471572417,0.300627416,0.267224369,-0.02787018,0.082073483,-0.129319795,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
306,21.08.2001,Arsenal,Leeds,A,1.86,3.3,4.5,0.537634409,0.303030303,0.222222222,0.517208457,0.291517494,0.213779496,0.018503717,0.076825825,-0.127209113,0.076825825,2,D,FALSE,,,FALSE,TRUE,FALSE,
306,21.08.2001,Bolton,Middlesbrough,H,2.1,3.3,3,0.476190476,0.303030303,0.333333333,0.458098919,0.291517494,0.320669243,-0.039905791,0.076825825,-0.119553838,0.076825825,2,D,FALSE,,,FALSE,TRUE,FALSE,
306,21.08.2001,Ipswich,Derby,H,1.74,3.4,3.9,0.574712644,0.294117647,0.256410256,0.552878006,0.28294345,0.246668649,0.060779317,0.072044465,-0.129913513,0.072044465,2,D,FALSE,,,FALSE,TRUE,FALSE,
305,20.08.2001,Everton,Tottenham,D,2.29,3.1,2.8,0.436681223,0.322580645,0.357142857,0.420090712,0.310325074,0.343574189,-0.069789771,0.087849292,-0.111732722,0.087849292,2,D,TRUE,,,TRUE,TRUE,TRUE,
304,19.08.2001,Chelsea,Newcastle,D,1.63,3.1,4.5,0.613496933,0.322580645,0.222222222,0.590188791,0.310325074,0.213779496,0.110661094,0.087849292,-0.127209113,0.110661094,1,H,FALSE,,,TRUE,FALSE,FALSE,
304,19.08.2001,Manchester United,Fulham,H,1.32,4,6,0.757575758,0.25,0.166666667,0.728793735,0.240501932,0.160334622,0.346657174,0.050627416,-0.113221793,0.346657174,1,H,TRUE,,,FALSE,FALSE,FALSE,
303,18.08.2001,Charlton,Everton,A,2,3.5,3.3,0.5,0.285714286,0.303030303,0.481003865,0.274859351,0.291517494,-0.018996135,0.067676309,-0.126353034,0.067676309,2,D,FALSE,,,FALSE,TRUE,FALSE,
303,18.08.2001,Derby,Blackburn,H,2.29,3.1,3.1,0.436681223,0.322580645,0.322580645,0.420090712,0.310325074,0.310325074,-0.069789771,0.087849292,-0.12237092,0.087849292,2,D,FALSE,,,FALSE,TRUE,FALSE,
303,18.08.2001,Leeds,Southampton,H,1.42,4.5,7.5,0.704225352,0.222222222,0.133333333,0.677470232,0.213779496,0.128267697,0.249958074,0.039063828,-0.099128614,0.249958074,1,H,TRUE,,,FALSE,FALSE,FALSE,
303,18.08.2001,Leicester,Bolton,A,1.84,3.3,4.25,0.543478261,0.303030303,0.235294118,0.522830288,0.291517494,0.22635476,0.02481553,0.076825825,-0.128774231,0.076825825,2,D,FALSE,,,FALSE,TRUE,FALSE,
303,18.08.2001,Liverpool,West Ham,H,1.32,4,6,0.757575758,0.25,0.166666667,0.728793735,0.240501932,0.160334622,0.346657174,0.050627416,-0.113221793,0.346657174,1,H,TRUE,,,FALSE,FALSE,FALSE,
303,18.08.2001,Middlesbrough,Arsenal,A,3.5,3.25,2.15,0.285714286,0.307692308,0.465116279,0.274859351,0.296002378,0.447445456,-0.128651799,0.079387726,-0.048887948,0.079387726,2,D,FALSE,,,FALSE,TRUE,FALSE,
303,18.08.2001,Sunderland,Ipswich,H,2,3.5,3.3,0.5,0.285714286,0.303030303,0.481003865,0.274859351,0.291517494,-0.018996135,0.067676309,-0.126353034,0.067676309,2,D,FALSE,,,FALSE,TRUE,FALSE,
303,18.08.2001,Tottenham,Aston Villa,D,2.2,3.3,2.8,0.454545455,0.303030303,0.357142857,0.437276241,0.291517494,0.343574189,-0.057021599,0.076825825,-0.111732722,0.076825825,2,D,TRUE,,,TRUE,TRUE,TRUE,
302,19.05.2001,Charlton,Liverpool,A,3.6,3.6,1.7,0.277777778,0.277777778,0.588235294,0.267224369,0.267224369,0.5658869,-0.129319795,0.063675583,0.077514,0.077514,3,A,TRUE,,,FALSE,FALSE,FALSE,
302,19.05.2001,Coventry,Bradford,D,1.79,3.3,3.8,0.558659218,0.303030303,0.263157895,0.537434486,0.291517494,0.253159929,0.041826241,0.076825825,-0.129915827,0.076825825,2,D,TRUE,,,TRUE,TRUE,TRUE,
302,19.05.2001,Derby,Ipswich,D,3.5,3.3,1.96,0.285714286,0.303030303,0.510204082,0.274859351,0.291517494,0.49082027,-0.128651799,0.076825825,-0.009367071,0.076825825,2,D,TRUE,,,TRUE,TRUE,TRUE,
302,19.05.2001,Everton,Sunderland,D,2.5,3.1,2.5,0.4,0.322580645,0.4,0.384803092,0.310325074,0.384803092,-0.092157526,0.087849292,-0.092157526,0.087849292,2,D,TRUE,,,TRUE,TRUE,TRUE,
302,19.05.2001,Leeds,Leicester,H,1.27,4.5,9.99,0.787401575,0.222222222,0.1001001,0.757486401,0.213779496,0.09629707,0.405490396,0.039063828,-0.080821407,0.405490396,1,H,TRUE,,,FALSE,FALSE,FALSE,
302,19.05.2001,Manchester City,Chelsea,A,3.3,3,1.7,0.303030303,0.333333333,0.588235294,0.291517494,0.320669243,0.5658869,-0.126353034,0.094225658,0.077514,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
302,19.05.2001,Middlesbrough,West Ham,H,2,3.5,3.3,0.5,0.285714286,0.303030303,0.481003865,0.274859351,0.291517494,-0.018996135,0.067676309,-0.126353034,0.067676309,2,D,FALSE,,,FALSE,TRUE,FALSE,
302,19.05.2001,Newcastle,Aston Villa,H,2.29,3.4,2.75,0.436681223,0.294117647,0.363636364,0.420090712,0.28294345,0.349820993,-0.069789771,0.072044465,-0.109221096,0.072044465,2,D,FALSE,,,FALSE,TRUE,FALSE,
302,19.05.2001,Southampton,Arsenal,H,3,3.2,2.54,0.333333333,0.3125,0.393700787,0.320669243,0.300627416,0.378743201,-0.119553838,0.082073483,-0.095477795,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
302,19.05.2001,Tottenham,Manchester United,H,3,3,2.4,0.333333333,0.333333333,0.416666667,0.320669243,0.320669243,0.400836554,-0.119553838,0.094225658,-0.082636205,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
301,15.05.2001,Newcastle,Arsenal,D,3.3,3.1,2.15,0.303030303,0.322580645,0.465116279,0.291517494,0.310325074,0.447445456,-0.126353034,0.087849292,-0.048887948,0.087849292,2,D,TRUE,,,TRUE,TRUE,TRUE,
300,13.05.2001,Leeds,Bradford,H,1.27,5.5,9,0.787401575,0.181818182,0.111111111,0.757486401,0.174910496,0.106889748,0.405490396,0.024894223,-0.087357834,0.405490396,1,H,TRUE,,,FALSE,FALSE,FALSE,
300,13.05.2001,Southampton,Manchester United,H,3.6,2.95,2.15,0.277777778,0.338983051,0.465116279,0.267224369,0.326104315,0.447445456,-0.129319795,0.0976651,-0.048887948,0.0976651,2,D,FALSE,,,FALSE,TRUE,FALSE,
299,08.05.2001,Liverpool,Chelsea,D,1.68,3.6,4.8,0.595238095,0.277777778,0.208333333,0.572623649,0.267224369,0.200418277,0.086456725,0.063675583,-0.124825718,0.086456725,1,H,FALSE,,,TRUE,FALSE,FALSE,
298,07.05.2001,Ipswich,Manchester City,H,1.68,3.1,4.5,0.595238095,0.322580645,0.222222222,0.572623649,0.310325074,0.213779496,0.086456725,0.087849292,-0.127209113,0.087849292,2,D,FALSE,,,FALSE,TRUE,FALSE,
297,05.05.2001,Arsenal,Leeds,H,1.95,3.4,4.2,0.512820513,0.294117647,0.238095238,0.493337297,0.28294345,0.229049459,-0.006833541,0.072044465,-0.129024067,0.072044465,2,D,FALSE,,,FALSE,TRUE,FALSE,
297,05.05.2001,Aston Villa,Coventry,H,1.9,1.85,6.2,0.526315789,0.540540541,0.161290323,0.506319858,0.520004178,0.155162537,0.006652482,0.260546977,-0.111237891,0.260546977,2,D,FALSE,,,FALSE,TRUE,FALSE,
297,05.05.2001,Bradford,Middlesbrough,D,3.3,3,2.2,0.303030303,0.333333333,0.454545455,0.291517494,0.320669243,0.437276241,-0.126353034,0.094225658,-0.057021599,0.094225658,2,D,TRUE,,,TRUE,TRUE,TRUE,
297,05.05.2001,Chelsea,Everton,H,1.53,4,6.2,0.653594771,0.25,0.161290323,0.628763222,0.240501932,0.155162537,0.168317937,0.050627416,-0.111237891,0.168317937,1,H,TRUE,,,FALSE,FALSE,FALSE,
297,05.05.2001,Leicester,Tottenham,H,2.4,3,3,0.416666667,0.333333333,0.333333333,0.400836554,0.320669243,0.320669243,-0.082636205,0.094225658,-0.119553838,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
297,05.05.2001,Liverpool,Newcastle,H,1.47,4,7,0.680272109,0.25,0.142857143,0.654427027,0.240501932,0.137429676,0.210104799,0.050627416,-0.103591521,0.210104799,1,H,TRUE,,,FALSE,FALSE,FALSE,
297,05.05.2001,Manchester United,Derby,A,1.42,4.09,5.6,0.704225352,0.244498778,0.178571429,0.677470232,0.235209714,0.171787095,0.249958074,0.048219424,-0.117218895,0.249958074,1,H,FALSE,,,FALSE,FALSE,FALSE,
297,05.05.2001,Sunderland,Charlton,H,2.04,3.2,3.6,0.490196078,0.3125,0.277777778,0.471572417,0.300627416,0.267224369,-0.02787018,0.082073483,-0.129319795,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
297,05.05.2001,West Ham,Southampton,H,2.04,3.2,3.6,0.490196078,0.3125,0.277777778,0.471572417,0.300627416,0.267224369,-0.02787018,0.082073483,-0.129319795,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
296,01.05.2001,Bradford,Liverpool,A,6,3.7,1.59,0.166666667,0.27027027,0.628930818,0.160334622,0.260002089,0.605036308,-0.113221793,0.060002654,0.132121142,0.132121142,3,A,TRUE,,,FALSE,FALSE,FALSE,
296,01.05.2001,Newcastle,Southampton,D,1.79,3.3,4.09,0.558659218,0.303030303,0.244498778,0.537434486,0.291517494,0.235209714,0.041826241,0.076825825,-0.129481802,0.076825825,2,D,TRUE,,,TRUE,TRUE,TRUE,
295,30.04.2001,Charlton,Ipswich,H,2.8,3.1,2.8,0.357142857,0.322580645,0.357142857,0.343574189,0.310325074,0.343574189,-0.111732722,0.087849292,-0.111732722,0.087849292,2,D,FALSE,,,FALSE,TRUE,FALSE,
294,28.04.2001,Coventry,Liverpool,A,3.9,3,1.95,0.256410256,0.333333333,0.512820513,0.246668649,0.320669243,0.493337297,-0.129913513,0.094225658,-0.006833541,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
294,28.04.2001,Derby,Arsenal,A,3.9,3,1.95,0.256410256,0.333333333,0.512820513,0.246668649,0.320669243,0.493337297,-0.129913513,0.094225658,-0.006833541,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
294,28.04.2001,Everton,Bradford,H,1.61,3.3,6,0.621118012,0.303030303,0.166666667,0.597520329,0.291517494,0.160334622,0.121143266,0.076825825,-0.113221793,0.121143266,1,H,TRUE,,,FALSE,FALSE,FALSE,
294,28.04.2001,Leeds,Chelsea,H,1.95,3.3,4.09,0.512820513,0.303030303,0.244498778,0.493337297,0.291517494,0.235209714,-0.006833541,0.076825825,-0.129481802,0.076825825,2,D,FALSE,,,FALSE,TRUE,FALSE,
294,28.04.2001,Manchester City,West Ham,H,2.2,3,3.1,0.454545455,0.333333333,0.322580645,0.437276241,0.320669243,0.310325074,-0.057021599,0.094225658,-0.12237092,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
294,28.04.2001,Middlesbrough,Manchester United,A,3.15,3.1,2.2,0.317460317,0.322580645,0.454545455,0.305399279,0.310325074,0.437276241,-0.123556013,0.087849292,-0.057021599,0.087849292,2,D,FALSE,,,FALSE,TRUE,FALSE,
294,28.04.2001,Newcastle,Leicester,H,1.84,3.4,4.5,0.543478261,0.294117647,0.222222222,0.522830288,0.28294345,0.213779496,0.02481553,0.072044465,-0.127209113,0.072044465,2,D,FALSE,,,FALSE,TRUE,FALSE,
294,28.04.2001,Southampton,Sunderland,A,2.29,3.2,3,0.436681223,0.3125,0.333333333,0.420090712,0.300627416,0.320669243,-0.069789771,0.082073483,-0.119553838,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
294,28.04.2001,Tottenham,Aston Villa,D,2.29,2.95,2.85,0.436681223,0.338983051,0.350877193,0.420090712,0.326104315,0.337546572,-0.069789771,0.0976651,-0.114002406,0.0976651,2,D,TRUE,,,TRUE,TRUE,TRUE,
293,22.04.2001,Liverpool,Tottenham,H,1.55,3.6,3.5,0.64516129,0.277777778,0.285714286,0.620650148,0.267224369,0.274859351,0.155677611,0.063675583,-0.128651799,0.155677611,1,H,TRUE,,,FALSE,FALSE,FALSE,
292,21.04.2001,Arsenal,Everton,H,1.48,3.1,7,0.675675676,0.322580645,0.142857143,0.650005223,0.310325074,0.137429676,0.202709761,0.087849292,-0.103591521,0.202709761,1,H,TRUE,,,FALSE,FALSE,FALSE,
292,21.04.2001,Aston Villa,Southampton,D,1.84,3.1,4.2,0.543478261,0.322580645,0.238095238,0.522830288,0.310325074,0.229049459,0.02481553,0.087849292,-0.129024067,0.087849292,2,D,TRUE,,,TRUE,TRUE,TRUE,
292,21.04.2001,Bradford,Derby,H,2.6,3,2.6,0.384615385,0.333333333,0.384615385,0.370002973,0.320669243,0.370002973,-0.099997713,0.094225658,-0.099997713,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
292,21.04.2001,Chelsea,Charlton,A,1.47,4.25,6.5,0.680272109,0.235294118,0.153846154,0.654427027,0.22635476,0.148001189,0.210104799,0.044320586,-0.108307326,0.210104799,1,H,FALSE,,,FALSE,FALSE,FALSE,
292,21.04.2001,Ipswich,Coventry,H,1.63,3.75,5.5,0.613496933,0.266666667,0.181818182,0.590188791,0.256535395,0.174910496,0.110661094,0.058278167,-0.118214365,0.110661094,1,H,TRUE,,,FALSE,FALSE,FALSE,
292,21.04.2001,Leicester,Middlesbrough,A,2.25,3,2.9,0.444444444,0.333333333,0.344827586,0.427558991,0.320669243,0.331726803,-0.064392008,0.094225658,-0.11605048,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
292,21.04.2001,Manchester United,Manchester City,D,1.53,3.2,5,0.653594771,0.3125,0.2,0.628763222,0.300627416,0.192401546,0.168317937,0.082073483,-0.123039382,0.168317937,1,H,FALSE,,,TRUE,FALSE,FALSE,
292,21.04.2001,Sunderland,Newcastle,D,2.04,3.15,3.3,0.490196078,0.317460317,0.303030303,0.471572417,0.305399279,0.291517494,-0.02787018,0.084891114,-0.126353034,0.084891114,2,D,TRUE,,,TRUE,TRUE,TRUE,
292,21.04.2001,West Ham,Leeds,A,3.1,3.1,2.29,0.322580645,0.322580645,0.436681223,0.310325074,0.310325074,0.420090712,-0.12237092,0.087849292,-0.069789771,0.087849292,2,D,FALSE,,,FALSE,TRUE,FALSE,
291,17.04.2001,Charlton,Aston Villa,D,2.29,3.1,3.1,0.436681223,0.322580645,0.322580645,0.420090712,0.310325074,0.310325074,-0.069789771,0.087849292,-0.12237092,0.087849292,2,D,TRUE,,,TRUE,TRUE,TRUE,
291,17.04.2001,Tottenham,Chelsea,A,2.75,2.85,2.65,0.363636364,0.350877193,0.377358491,0.349820993,0.337546572,0.363021785,-0.109221096,0.105106773,-0.103379785,0.105106773,2,D,FALSE,,,FALSE,TRUE,FALSE,
290,16.04.2001,Coventry,Sunderland,H,2.5,3,2.85,0.4,0.333333333,0.350877193,0.384803092,0.320669243,0.337546572,-0.092157526,0.094225658,-0.114002406,0.094225658,2,D,FALSE,,,FALSE,TRUE,FALSE,
290,16.04.2001,Derby,Leicester,H,2.2,2.9,3.3,0.454545455,0.344827586,0.303030303,0.437276241,0.331726803,0.291517494,-0.057021599,0.10128777,-0.126353034,0.10128777,2,D,FALSE,,,FALSE,TRUE,FALSE,
290,16.04.2001,Everton,Liverpool,A,3.6,2.7,2.1,0.277777778,0.37037037,0.476190476,0.267224369,0.356299159,0.458098919,-0.129319795,0.11789144,-0.039905791,0.11789144,2,D,FALSE,,,FALSE,TRUE,FALSE,
290,16.04.2001,Middlesbrough,Ipswich,A,2.45,3.05,2.75,0.408163265,0.327868852,0.363636364,0.392656216,0.31541237,0.349820993,-0.087627579,0.09095741,-0.109221096,0.09095741,2,D,FALSE,,,FALSE,TRUE,FALSE,
290,16.04.2001,Newcastle,West Ham,H,2.04,3.1,3.3,0.490196078,0.322580645,0.303030303,0.471572417,0.310325074,0.291517494,-0.02787018,0.087849292,-0.126353034,0.087849292,2,D,FALSE,,,FALSE,TRUE,FALSE,
289,14.04.2001,Arsenal,Middlesbrough,A,1.4,4.8,2.8,0.714285714,0.208333333,0.357142857,0.687148378,0.200418277,0.343574189,0.267354826,0.033838751,-0.111732722,0.267354826,1,H,FALSE,,,FALSE,FALSE,FALSE,
289,14.04.2001,Aston Villa,Everton,H,1.84,3.4,4.5,0.543478261,0.294117647,0.222222222,0.522830288,0.28294345,0.213779496,0.02481553,0.072044465,-0.127209113,0.072044465,2,D,FALSE,,,FALSE,TRUE,FALSE,
289,14.04.2001,Chelsea,Southampton,H,1.53,4,5,0.653594771,0.25,0.2,0.628763222,0.240501932,0.192401546,0.168317937,0.050627416,-0.123039382,0.168317937,1,H,TRUE,,,FALSE,FALSE,FALSE,
289,14.04.2001,Ipswich,Newcastle,H,1.84,3.4,4.5,0.543478261,0.294117647,0.222222222,0.522830288,0.28294345,0.213779496,0.02481553,0.072044465,-0.127209113,0.072044465,2,D,FALSE,,,FALSE,TRUE,FALSE,
289,14.04.2001,Leicester,Manchester City,A,1.79,3.3,3.8,0.558659218,0.303030303,0.263157895,0.537434486,0.291517494,0.253159929,0.041826241,0.076825825,-0.129915827,0.076825825,2,D,FALSE,,,FALSE,TRUE,FALSE,
289,14.04.2001,Manchester United,Coventry,H,1.37,4,7,0.729927007,0.25,0.142857143,0.702195423,0.240501932,0.137429676,0.2951758,0.050627416,-0.103591521,0.2951758,1,H,TRUE,,,FALSE,FALSE,FALSE,
